trip_id,booking_id,customer_id,customer_name,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_number,bus_type,driver_id,driver_name,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,seat_number,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,device_type,gps_enabled,complaint_raised
Trp000290,Bk53840736,Cust01342,Shalini Verma,Female,33.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka14Cf8449,Non-Ac Seater,Drv0009,Aditya Sharma,2024-01-01,2026-07-30 12:55:00,13:07,2026-07-30 14:12:00,14:24,35.1,306,0.0,Credit Card,Mobile App,B8,Completed,Nan,4.0,23.3,Clear,0,Single Ride,Ios,True,0
Trp001752,Bk84817688,Cust00632,Arjun Kapoor,Male,35.0,Bangalore,Rtba027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Ka34Cf7932,Ac Sleeper,Drv0090,Rajesh Patel,24/11/2024,2026-07-30 14:35:00,14:35,2026-07-30 16:25:00,16:25,33.5,454,0.0,Upi,Corporate Portal,A2,Completed,Nan,3.0,47.3,Fog,No,Monthly Pass,Web,1,0
Trp001941,Bk38459953,Cust01239,Arjun Joshi,M,18.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn07Cf1828,Ac Seater,Drv0062,Tanvi Reddy,2024-07-22,2026-07-30 10:25:00,10:21,2026-07-30 10:53:00,10:49,12.9,112,0.0,Cash,Mobile App,C10,Completed,Nan,2.0,16.4,Rain,True,Single Ride,Ios,Y,No
Trp000773,Bk69215610,Cust00415,Sneha Bansal,Female,39.0,Chennai,Rtch045,Adyar - Tambaram,Adyar,Tambaram,Tn48Cf9883,Ac Seater,Drv0004,Siddharth Reddy,2024-05-17,2026-07-30 18:50:00,19:00,2026-07-30 19:42:00,19:52,20.9,252,0.0,Debit Card,Website,B14,Completed,Nan,5.0,60.6,Fog,Yes,Single Ride,Ios,Yes,0
Trp000792,Bk72936837,Cust00178,Sunita Gupta,Female,34.0,Hyderabad,Rthy040,Uppal - Gachibowli,Uppal,Gachibowli,Ts05Cf5681,Ac Sleeper,Drv0054,Vihaan Rao,2024-04-27,2026-07-30 15:20:00,16:04,2026-07-30 15:49:00,16:33,9.1,128,0.0,Credit Card,Mobile App,A13,Delayed-Completed,Nan,5.0,88.9,Haze,No,Weekly Pass,Android,Y,0
Trp002295,Bk79253270,Cust01182,Vihaan Malhotra,Female,33.0,Mumbai,Rtmu005,Lower Parel - Mulund,Lower Parel,Mulund,Mh36Cf5082,Ac Seater,Drv0029,Ayaan Joshi,"November 05, 2024",2026-07-30 07:25:00,07:30,2026-07-30 07:46:00,07:51,10.9,126,0.0,Cash,Corporate Portal,C13,Completed,Nan,5.0,92.5,Fog,False,Weekly Pass,Android,True,1
Trp002529,Bk95961464,Cust01308,Sai Verma,Male,31.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl36Cf6419,Non-Ac Seater,Drv0021,Ananya Reddy,"July 09, 2024",2026-07-30 19:15:00,19:15,2026-07-30 20:09:00,Nan,22.0,233,0.0,Upi,Corporate Portal,C2,No-Show,Payment Failed,4.0,82.8,Rain,0,Weekly Pass,Ios,Yes,0
Trp003101,Bk24638711,Cust00357,Sunita Iyer,Female,36.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka26Cf3144,Non-Ac Seater,Drv0008,Sanjay Desai,06/08/2024,2026-07-30 09:40:00,10:30,2026-07-30 11:16:00,12:06,32.7,301,0.0,Wallet,Website,A1,Delayed-Completed,Nan,2.0,64.3,Heavy Rain,True,Corporate Plan,Android,False,No
Trp000783,Bk87457151,Cust00732,Riya Pillai,M,35.0,Bangalore,Rtba029,Yelahanka - Hsr Layout,Yelahanka,Hsr Layout,Ka19Cf3584,Premium Ac,Drv0057,Arjun Iyer,31-Aug-2024,2026-07-30 13:25:00,13:41,2026-07-30 14:37:00,14:53,27.2,402,0.0,Cash,Mobile App,B15,Delayed-Completed,Nan,5.0,30.3,Cloudy,No,Weekly Pass,Web,Y,0
Trp000165,Bk32676550,Cust00816,Rajesh Kapoor,Male,46.0,Hyderabad,Rthy031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,Ts16Cf2235,Premium Ac,Drv0038,Reyansh Joshi,2024-01-21,2026-07-30 17:30:00,18:20,2026-07-30 18:53:00,19:43,38.9,521,0.0,Wallet,Corporate Portal,B13,Delayed-Completed,Nan,4.0,25.5,Cloudy,0,Monthly Pass,Web,True,0
Trp001554,Bk25742468,Cust00585,Riya Sharma,Male,29.0,Mumbai,Rtmu004,Thane West - Bkc,Thane West,Bkc,Mh31Cf4644,Ac Sleeper,Drv0041,Rohan Shah,24-May-2024,2026-07-30 19:35:00,19:35,2026-07-30 21:26:00,21:26,41.7,566,119.0,Wallet,Kiosk,B12,Completed,Nan,2.0,85.9,Fog,Yes,Single Ride,Ios,1,0
Trp002216,Bk89630573,Cust00761,Riya Iyer,Female,29.0,Pune,Rtpu018,Kharadi - Magarpatta,Kharadi,Magarpatta,Mh28Cf6279,Premium Ac,Drv0029,Ayaan Joshi,2024-09-07,2026-07-30 16:15:00,16:16,2026-07-30 17:42:00,17:43,40.7,777,203.0,Net Banking,Kiosk,A1,Completed,Nan,5.0,82.1,Haze,False,Single Ride,Web,False,No
Trp003003,Bk16282037,Cust00449,Meera Bhat,Male,18.0,Delhi Ncr,Rtde059,Saket - Faridabad,Saket,Faridabad,Dl07Cf6794,Premium Ac,Drv0063,Priya Reddy,2024-03-12,2026-07-30 07:30:00,Nan,2026-07-30 08:48:00,Nan,25.9,0,119.0,Nan,Corporate Portal,C12,Cancelled,Payment Failed,4.0,58.5,Rain,Yes,Weekly Pass,Web,Yes,No
Trp001951,Bk65773260,Cust01041,Neha Malhotra,Male,20.0,Pune,Rtpu018,Kharadi - Magarpatta,Kharadi,Magarpatta,Mh05Cf6539,Ac Seater,Drv0005,Swati Patel,30-May-2024,2026-07-30 20:45:00,20:45,2026-07-30 22:13:00,Nan,40.7,386,31.0,Cash,Kiosk,C2,No-Show,Customer Request,4.0,30.5,Fog,True,Weekly Pass,Web,True,No
Trp000254,Bk37402375,Cust01171,Isha Iyer,Female,24.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn36Cf4770,Ac Sleeper,Drv0081,Divya Patel,11-Jan-2024,2026-07-30 12:10:00,12:10,2026-07-30 12:36:00,12:36,12.9,193,15.0,Credit Card,Kiosk,A9,Completed,Nan,5.0,26.3,Rain,False,Corporate Plan,Android,Y,No
Trp002549,Bk31157067,Cust00231,Ayaan Verma,Male,30.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh27Cf9031,Ac Seater,Drv0056,Neha Singh,2024-08-01,2026-07-30 10:50:00,Nan,2026-07-30 11:50:00,Nan,24.5,0,0.0,Nan,Corporate Portal,A13,Cancelled,Traffic/Weather,4.0,58.5,Haze,True,Single Ride,Ios,1,0
Trp002350,Bk27485386,Cust00112,Ananya Iyer,M,20.0,Bangalore,Rtba026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Ka19Cf3584,Premium Ac,Drv0082,Anita Bansal,2024-06-01,2026-07-30 13:55:00,13:55,2026-07-30 15:29:00,15:29,39.4,760,47.0,Debit Card,Corporate Portal,D12,Completed,Nan,5.0,20.8,Clear,No,Corporate Plan,Android,Yes,0
Trp002554,Bk53822108,Cust00696,Geeta Joshi,M,18.0,Hyderabad,Rthy031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,Ts23Cf6000,Ac Sleeper,Drv0080,Aarav Bhat,2024-05-06,2026-07-30 14:10:00,14:11,2026-07-30 15:50:00,15:51,38.9,477,0.0,Upi,Corporate Portal,B14,Completed,Nan,4.0,85.7,Clear,No,Single Ride,Web,True,No
Trp001226,Bk51086994,Cust01215,Divya Joshi,F,30.0,Pune,Rtpu020,Aundh - Kharadi,Aundh,Kharadi,Mh28Cf4006,Non-Ac Seater,Drv0003,Ananya Rao,2024-11-10,2026-07-30 06:15:00,06:15,2026-07-30 07:27:00,07:27,32.8,424,0.0,Credit Card,Website,C11,Completed,Nan,5.0,69.5,Rain,0,Monthly Pass,Web,True,No
Trp000504,Bk72087735,Cust00025,Aadhya Malhotra,Male,38.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh27Cf9031,Ac Seater,Drv0082,Anita Bansal,22/02/2024,2026-07-30 22:25:00,22:25,2026-07-30 23:23:00,Nan,22.8,Inr 244,69.0,Wallet,Mobile App,A6,No-Show,Customer Request,4.0,83.1,Heavy Rain,0,Corporate Plan,Web,No,0
Trp001193,Bk95852611,Cust00523,Vivaan Mehta,M,42.0,Mumbai,Rtmu004,Thane West - Bkc,Thane West,Bkc,Mh16Cf2290,Ac Seater,Drv0019,Rohan Kulkarni,2024-06-10,2026-07-30 20:20:00,20:20,2026-07-30 22:27:00,Nan,41.7,484,0.0,Net Banking,Corporate Portal,B6,No-Show,Customer Request,4.0,37.9,Heavy Rain,Yes,Corporate Plan,Android,True,No
Trp002573,Bk55203858,Cust00628,Anika Joshi,Male,29.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka39Cf4450,Non-Ac Seater,Drv0068,Sanjay Joshi,2024-01-17,2026-07-30 09:35:00,09:41,2026-07-30 09:59:00,10:05,9.2,98,0.0,Debit Card,Website,B4,Completed,Nan,2.0,78.4,Fog,1,Monthly Pass,Web,Yes,0
Trp000222,Bk99377087,Cust01142,Neha Gupta,Male,23.0,Bangalore,Rtba029,Yelahanka - Hsr Layout,Yelahanka,Hsr Layout,Ka22Cf5581,Non-Ac Seater,Drv0048,Divya Rao,2024-05-14,2026-07-30 18:45:00,18:57,2026-07-30 19:53:00,20:05,27.2,219,0.0,Cash,Corporate Portal,D8,Delayed-Completed,Nan,4.0,26.3,Rain,Yes,Weekly Pass,Ios,True,No
Trp000137,Bk49378393,Cust00032,Geeta Patel,Male,30.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl36Cf3546,Non-Ac Seater,Drv0059,Aadhya Iyer,2024-03-26,2026-07-30 10:55:00,10:55,2026-07-30 12:02:00,12:02,22.0,295,0.0,Wallet,Corporate Portal,D12,Completed,Nan,4.0,88.7,Fog,1,Corporate Plan,Web,Y,No
Trp002711,Bk21892124,Cust01128,Nikhil Nair,Male,30.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh13Cf4116,Premium Ac,Drv0001,Lakshmi Patel,2024-02-23,2026-07-30 14:10:00,14:10,2026-07-30 14:33:00,14:33,9.1,143,0.0,Debit Card,Mobile App,A12,Completed,Nan,3.0,58.7,Cloudy,No,Monthly Pass,Web,1,No
Trp002230,Bk49079163,Cust00172,Reyansh Rao,Male,19.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn21Cf9005,Ac Seater,Drv0044,Kalpana Bhat,2024-08-05,2026-07-30 17:10:00,17:12,2026-07-30 18:18:00,18:20,33.6,394,0.0,Upi,Kiosk,B6,Completed,Nan,5.0,94.9,Fog,No,Weekly Pass,Ios,1,0
Trp002447,Bk80412175,Cust00904,Rohan Kumar,Male,30.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn03Cf6688,Premium Ac,Drv0025,Kiara Shah,19-Sep-2024,2026-07-30 17:25:00,17:25,2026-07-30 18:42:00,18:42,33.6,514,87.0,Wallet,Website,D10,Completed,Nan,4.0,81.3,Fog,Yes,Single Ride,Android,True,Yes
Trp002328,Bk50575125,Cust00842,Reyansh Nair,Male,23.0,Chennai,Rtch042,Anna Nagar - Porur,Anna Nagar,Porur,Tn14Cf9288,Non-Ac Seater,Drv0068,Sanjay Joshi,2024-11-18,2026-07-30 12:05:00,12:56,2026-07-30 13:43:00,14:34,33.4,439,0.0,Cash,Corporate Portal,A5,Delayed-Completed,Nan,4.0,53.2,Clear,False,Corporate Plan,Web,True,No
Trp000294,Bk28551845,Cust01244,Aman Agarwal,Male,29.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh10Cf4788,Premium Ac,Drv0026,Deepak Singh,2024-07-25,2026-07-30 20:20:00,Nan,2026-07-30 20:38:00,Nan,9.1,0,0.0,Nan,Mobile App,A13,Cancelled,Driver Unavailable,4.0,58.5,Clear,Yes,Corporate Plan,Web,True,0
Trp000337,Bk29808913,Cust00573,Sneha Iyer,Female,32.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh41Cf5291,Ac Sleeper,Drv0085,Diya Desai,31/03/2024,2026-07-30 19:40:00,19:39,2026-07-30 19:59:00,19:58,9.3,138,25.0,Upi,Mobile App,C15,Completed,Nan,5.0,69.6,Clear,False,Single Ride,Web,Y,No
Trp001692,Bk61225944,Cust00455,Kiara Singh,Male,25.0,Chennai,Rtch042,Anna Nagar - Porur,Anna Nagar,Porur,Tn32Cf4919,Non-Ac Seater,Drv0079,Priya Bansal,21/11/2024,2026-07-30 07:15:00,07:10,2026-07-30 08:21:00,08:16,33.4,443,0.0,Credit Card,Corporate Portal,D3,Completed,Nan,2.0,63.9,Rain,1,Single Ride,Ios,True,0
Trp000923,Bk43728273,Cust01196,Riya Pillai,Male,27.0,Chennai,Rtch045,Adyar - Tambaram,Adyar,Tambaram,Tn31Cf9238,Ac Sleeper,Drv0016,Pooja Rao,22-Aug-2024,2026-07-30 09:20:00,09:20,2026-07-30 09:59:00,09:59,20.9,328,0.0,Credit Card,Corporate Portal,B5,Completed,Nan,2.0,65.5,Haze,True,Monthly Pass,Ios,False,No
Trp002941,Bk31361321,Cust00530,Rahul Singh,Female,40.0,Delhi Ncr,Rtde060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Dl07Cf6794,Premium Ac,Drv0082,Anita Bansal,2024-05-10,2026-07-30 09:00:00,Nan,2026-07-30 10:05:00,Nan,31.3,0,0.0,Nan,Website,A6,Cancelled,Customer Request,4.0,58.5,Heavy Rain,Yes,Corporate Plan,Ios,True,No
Trp002639,Bk13385229,Cust01086,Divya Singh,Female,20.0,Bangalore,Rtba026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Ka19Cf3584,Premium Ac,Drv0040,Lakshmi Shah,16/12/2024,2026-07-30 19:30:00,19:30,2026-07-30 21:29:00,21:29,39.4,586,0.0,Upi,Mobile App,A10,Completed,Nan,4.0,88.4,Heavy Rain,Yes,Single Ride,Android,N,No
Trp000447,Bk86862400,Cust00619,Divya Singh,Female,18.0,Mumbai,Rtmu009,Thane West - Vashi,Thane West,Vashi,Mh49Cf4872,Ac Sleeper,Drv0033,Manoj Iyer,2024-02-08,2026-07-30 19:35:00,19:35,2026-07-30 20:55:00,20:55,34.8,588,0.0,Debit Card,Corporate Portal,B7,Completed,Nan,5.0,42.2,Cloudy,1,Single Ride,Web,1,0
Trp000678,Bk64126308,Cust00767,Anika Kulkarni,F,30.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh27Cf9031,Ac Seater,Drv0066,Priya Naidu,24-Oct-2024,2026-07-30 19:25:00,19:25,2026-07-30 20:10:00,20:10,22.1,274,0.0,Net Banking,Corporate Portal,B3,Completed,Nan,4.0,52.1,Heavy Rain,False,Monthly Pass,Web,Yes,0
Trp000700,Bk30672246,Cust00517,Kiara Sharma,F,21.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh49Cf4872,Ac Sleeper,Drv0026,Deepak Singh,2024-11-30,2026-07-30 14:15:00,14:42,2026-07-30 14:56:00,15:23,22.1,330,0.0,Cash,Mobile App,C9,Delayed-Completed,Nan,4.0,22.8,Haze,False,Weekly Pass,Ios,True,0
Trp001018,Bk27109332,Cust00370,Karan Malhotra,Female,18.0,Delhi Ncr,Rtde057,Rohini - Indirapuram,Rohini,Indirapuram,Dl07Cf6794,Premium Ac,Drv0086,Rohan Pillai,"November 22, 2024",2026-07-30 18:20:00,Nan,2026-07-30 18:42:00,Nan,10.3,0,0.0,Nan,Kiosk,C11,Cancelled,Traffic/Weather,4.0,58.5,Clear,Yes,Weekly Pass,Web,False,0
Trp002855,Bk16206346,Cust01045,Aman Verma,Female,38.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka22Cf6238,Ac Seater,Drv0007,Ramesh Gupta,2024-09-03,2026-07-30 20:45:00,20:45,2026-07-30 21:54:00,Nan,32.7,324,77.0,Wallet,Website,D8,No-Show,Customer Request,4.0,57.6,Fog,0,Monthly Pass,Ios,No,No
Trp003010,Bk91123501,Cust01071,Ashok Sharma,Female,24.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn21Cf9005,Ac Seater,Drv0015,Kalpana Bansal,2024-02-16,2026-07-30 21:40:00,21:40,2026-07-30 22:10:00,22:10,12.9,173,0.0,Credit Card,Website,B5,Completed,Nan,4.0,40.8,Cloudy,No,Monthly Pass,Ios,Y,No
Trp001702,Bk18998338,Cust01366,Kalpana Pillai,Female,39.0,Pune,Rtpu020,Aundh - Kharadi,Aundh,Kharadi,Mh41Cf5291,Ac Sleeper,Drv0042,Kiara Iyer,06/09/2024,2026-07-30 20:25:00,20:25,2026-07-30 22:08:00,22:08,32.8,380,0.0,Upi,Kiosk,C6,Completed,Nan,3.0,48.8,Heavy Rain,1,Corporate Plan,Android,True,0
Trp001106,Bk55965734,Cust00571,Divya Pillai,M,31.0,Delhi Ncr,Rtde054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Dl46Cf9041,Premium Ac,Drv0014,Shalini Chopra,2024-09-19,2026-07-30 10:35:00,10:35,2026-07-30 11:10:00,Nan,18.7,300,0.0,Net Banking,Corporate Portal,A11,No-Show,Customer Request,4.0,22.5,Haze,1,Monthly Pass,Ios,Y,0
Trp002976,Bk42463212,Cust00889,Reyansh Joshi,Female,36.0,Delhi Ncr,Rtde059,Saket - Faridabad,Saket,Faridabad,Dl19Cf3085,Ac Sleeper,Drv0080,Aarav Bhat,24/01/2024,2026-07-30 19:00:00,19:00,2026-07-30 19:58:00,19:58,25.9,369,51.0,Wallet,Corporate Portal,D7,Completed,Nan,5.0,71.7,Cloudy,True,Monthly Pass,Android,Y,0
Trp001478,Bk77417050,Cust00666,Priya Gupta,Female,37.0,Delhi Ncr,Rtde060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Dl36Cf5905,Ac Seater,Drv0030,Sai Bansal,2024-01-23,2026-07-30 18:45:00,18:50,2026-07-30 20:12:00,20:17,31.3,383,32.0,Credit Card,Mobile App,D9,Completed,Nan,5.0,89.1,Fog,1,Weekly Pass,Ios,True,No
Trp002363,Bk27919719,Cust00394,Vihaan Gupta,Male,29.0,Chennai,Rtch041,Adyar - Guindy,Adyar,Guindy,Tn48Cf9883,Ac Seater,Drv0042,Kiara Iyer,2024-06-16,2026-07-30 12:10:00,12:13,2026-07-30 13:00:00,13:03,18.2,210,0.0,Credit Card,Kiosk,D12,Completed,Nan,3.0,71.2,Haze,0,Corporate Plan,Ios,True,0
Trp001269,Bk59424218,Cust00783,Anita Patel,F,24.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn06Cf7868,Non-Ac Seater,Drv0076,Arjun Joshi,23-May-2024,2026-07-30 11:10:00,11:16,2026-07-30 12:59:00,13:05,33.6,377,0.0,Credit Card,Kiosk,B15,Completed,Nan,4.0,31.8,Clear,False,Weekly Pass,Ios,Y,0
Trp001677,Bk27954368,Cust01026,Aarav Joshi,Male,18.0,Mumbai,Rtmu008,Thane West - Mulund,Thane West,Mulund,Mh16Cf4266,Ac Seater,Drv0047,Rohan Bansal,2024-06-22,2026-07-30 11:55:00,12:32,2026-07-30 12:47:00,13:24,23.5,270,0.0,Net Banking,Website,D4,Delayed-Completed,Nan,5.0,45.4,Cloudy,0,Monthly Pass,Web,1,No
Trp002444,Bk85751401,Cust00238,Rajesh Bansal,Female,41.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn35Cf8921,Premium Ac,Drv0076,Arjun Joshi,26/11/2024,2026-07-30 06:50:00,06:50,2026-07-30 07:24:00,07:24,12.9,239,0.0,Net Banking,Corporate Portal,B4,Completed,Nan,5.0,77.1,Haze,No,Corporate Plan,Web,True,No
Trp000326,Bk84596315,Cust00143,Manoj Agarwal,Other,23.0,Pune,Rtpu020,Aundh - Kharadi,Aundh,Kharadi,Mh44Cf5325,Premium Ac,Drv0013,Vikram Iyer,2024-01-08,2026-07-30 07:45:00,Nan,2026-07-30 09:31:00,Nan,32.8,0,0.0,Nan,Website,A5,Cancelled,Route Diverted,4.0,58.5,Haze,0,Corporate Plan,Ios,True,0
Trp002486,Bk62291595,Cust00834,Aman Singh,Male,32.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka39Cf4450,Non-Ac Seater,Drv0055,Aditya Mehta,09/06/2024,2026-07-30 19:40:00,19:40,2026-07-30 20:09:00,20:09,9.2,86,0.0,Upi,Mobile App,C12,Completed,Nan,5.0,77.4,Fog,No,Weekly Pass,Android,N,No
Trp000020,Bk80150556,Cust01230,Nikhil Malhotra,Female,39.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka18Cf2137,Non-Ac Seater,Drv0059,Aadhya Iyer,"June 08, 2024",2026-07-30 20:15:00,20:15,2026-07-30 20:36:00,20:36,9.2,74,0.0,Credit Card,Mobile App,C4,Completed,Nan,2.0,94.8,Cloudy,No,Corporate Plan,Android,True,0
Trp002149,Bk26335575,Cust00503,Riya Kumar,Female,18.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh45Cf5941,Ac Seater,Drv0060,Sunita Menon,25-Apr-2024,2026-07-30 20:40:00,20:40,2026-07-30 21:29:00,Nan,22.1,217,0.0,Debit Card,Kiosk,D5,No-Show,Customer Request,4.0,71.9,Haze,Yes,Monthly Pass,Ios,False,0
Trp000077,Bk39815335,Cust00642,Aarav Mehta,Female,33.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts50Cf1320,Premium Ac,Drv0017,Riya Kapoor,"July 13, 2024",2026-07-30 06:20:00,06:42,2026-07-30 07:10:00,07:32,16.0,270,0.0,Wallet,Website,C3,Delayed-Completed,Nan,3.0,42.2,Haze,False,Single Ride,Web,True,No
Trp001757,Bk78734347,Cust00650,Sneha Bhat,Female,41.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka15Cf2124,Ac Seater,Drv0060,Sunita Menon,05/04/2024,2026-07-30 18:25:00,18:25,2026-07-30 19:38:00,19:38,32.7,347,0.0,Cash,Mobile App,C3,Completed,Nan,5.0,91.8,Cloudy,True,Single Ride,Ios,Y,No
Trp000173,Bk78754597,Cust00523,Vivaan Mehta,Male,42.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh10Cf4788,Premium Ac,Drv0034,Shalini Gupta,2024-11-05,2026-07-30 06:10:00,Nan,2026-07-30 06:37:00,Nan,9.1,0,24.0,Nan,Kiosk,A12,Cancelled,Driver Unavailable,4.0,58.5,Clear,False,Single Ride,Web,True,No
Trp002521,Bk27798266,Cust01205,Arjun Naidu,Female,24.0,Mumbai,Rtmu001,Ghatkopar - Vashi,Ghatkopar,Vashi,Mh05Cf3442,Ac Seater,Drv0046,Deepak Chopra,14-Sep-2024,2026-07-30 22:45:00,22:49,2026-07-30 00:18:00,00:22,32.5,306,0.0,Net Banking,Kiosk,C12,Completed,Nan,3.0,49.9,Heavy Rain,0,Single Ride,Ios,False,0
Trp000513,Bk71471521,Cust01317,Lakshmi Agarwal,Male,39.0,Bangalore,Rtba026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Ka39Cf4450,Non-Ac Seater,Drv0069,Anika Rao,13-Jan-2024,2026-07-30 22:05:00,22:10,2026-07-30 00:03:00,00:08,39.4,387,0.0,Cash,Website,B1,Completed,Nan,4.0,98.7,Heavy Rain,0,Corporate Plan,Android,True,No
Trp000726,Bk67459510,Cust00880,Shalini Naidu,M,32.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka08Cf9779,Ac Sleeper,Drv0080,Aarav Bhat,2024-02-18,2026-07-30 09:20:00,09:42,2026-07-30 11:00:00,11:22,35.1,544,0.0,Credit Card,Corporate Portal,A5,Delayed-Completed,Nan,5.0,15.5,Fog,No,Weekly Pass,Android,Yes,0
Trp000769,Bk55515474,Cust00199,Kalpana Bhat,Male,18.0,Hyderabad,Rthy038,Hitec City - Kondapur,Hitec City,Kondapur,Ts27Cf6421,Premium Ac,Drv0074,Rohan Bhat,04/06/2024,2026-07-30 10:10:00,Nan,2026-07-30 10:37:00,Nan,14.1,0,22.0,Nan,Kiosk,C15,Cancelled,Driver Unavailable,4.0,58.5,Clear,True,Monthly Pass,Ios,True,0
Trp002832,Bk45060889,Cust00784,Myra Singh,F,26.0,Chennai,Rtch050,Tambaram - Adyar,Tambaram,Adyar,Tn43Cf6491,Ac Seater,Drv0017,Riya Kapoor,21/12/2024,2026-07-30 10:30:00,Nan,2026-07-30 10:51:00,Nan,8.4,0,9.0,Nan,Mobile App,C5,Cancelled,Customer Request,4.0,58.5,Fog,False,Monthly Pass,Android,1,0
Trp002319,Bk63641469,Cust00839,Sai Agarwal,Female,27.0,Delhi Ncr,Rtde059,Saket - Faridabad,Saket,Faridabad,Dl32Cf2133,Ac Sleeper,Drv0022,Rahul Mehta,2024-06-11,2026-07-30 20:15:00,20:15,2026-07-30 21:24:00,21:24,25.9,262,0.0,Wallet,Website,A15,Completed,Nan,5.0,85.7,Haze,True,Single Ride,Web,Y,No
Trp001088,Bk69981701,Cust00398,Anita Bhat,M,41.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh06Cf5820,Ac Sleeper,Drv0052,Vikram Rao,2024-03-08,2026-07-30 20:15:00,20:15,2026-07-30 21:11:00,21:11,24.5,357,73.0,Credit Card,Mobile App,B9,Completed,Nan,5.0,64.3,Fog,No,Single Ride,Android,Yes,No
Trp002939,Bk29866097,Cust01232,Ayaan Kumar,Female,19.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts41Cf4185,Premium Ac,Drv0060,Sunita Menon,2024-07-15,2026-07-30 19:55:00,19:55,2026-07-30 20:32:00,20:32,16.0,183,0.0,Cash,Corporate Portal,B11,Completed,Nan,4.0,40.7,Cloudy,Yes,Corporate Plan,Android,Y,0
Trp002920,Bk55116570,Cust00850,Pooja Chopra,Female,29.0,Chennai,Rtch044,Velachery - Omr,Velachery,Omr,Tn44Cf7149,Premium Ac,Drv0046,Deepak Chopra,03-Mar-2024,2026-07-30 18:35:00,18:35,2026-07-30 19:26:00,19:26,26.1,427,32.0,Credit Card,Kiosk,D1,Completed,Nan,4.0,33.8,Haze,0,Corporate Plan,Ios,Yes,0
Trp000992,Bk62125840,Cust00662,Riya Bansal,Female,24.0,Bangalore,Rtba024,Hebbal - Electronic City,Hebbal,Electronic City,Ka39Cf4450,Non-Ac Seater,Drv0043,Geeta Singh,13/04/2024,2026-07-30 08:15:00,08:15,2026-07-30 09:04:00,09:04,17.8,241,0.0,Net Banking,Website,B13,Completed,Nan,1.0,92.1,Heavy Rain,False,Corporate Plan,Web,Yes,Yes
